question_id,vehicle,car,answerability,difficulty,question_type,question,reference_answer,variant,variant_label,answer,bertscore_precision,bertscore_recall,bertscore_f1,faithfulness,answer_relevancy,context_precision,context_recall,generation_time_seconds
32,아반떼,avante,문서 내 답변,보통,설정,아반떼 전방 충돌 경고가 너무 빠르거나 늦게 느껴져. 경고 시점을 어떻게 조절하고 '느리게'는 언제 쓰는 거야?,'보통'과 '느리게'로 설정할 수 있습니다. '느리게'는 낮은 속도로 주행하거나 주변 차량이 적은 경우에만 사용하도록 안내합니다.,basic,CONTEXT + QUESTION,"아반떼의 전방 충돌 경고 시점 조절 방법과 '느리게' 설정의 사용 조건에 대해 설명드리겠습니다.

1. **경고 시점 조절 방법**:
   - 시동이 'ON' 상태일 때 클러스터의 사용자 설정 메뉴에서 '운전자 보조' > '주행 안전' > '전방 안전 경고 시점'을 선택합니다.
   - 여기서 경고 시점을 '보통' 또는 '느리게'로 설정할 수 있습니다.

2. **'느리게' 설정의 사용 조건**:
   - 일반적으로 '보통'으로 설정하면 충분히 빠른 경고가 발생하지만, 특정 상황에서는 느리게로 설정해야 합니다.
   - '느리게' 설정을 사용하는 상황은 다음과 같습니다:
     - 낮은 속도로 주행하거나 주변 차량이 적을 때입니다.
     - 경고가 너무 민감하게 느껴지는 경우입니다.

따라서, 만약 전방 충돌 경고가 너무 빠르거나 느리게 느껴진다면, 먼저 '전방 안전 경고 시점'을 '느리게'로 설정해 보세요. 하지만 '느리게' 설정을 사용하기 위해서는 위와 같은 조건이 충족되어야 합니다. 만약 문제를 해결하지 못한다면, 아반떼의 공식 서비스 센터인 '하이테크센터'나 '블루핸즈'를 방문하여 점검을 받아보시는 것이 좋습니다.",0.6562390923500061,0.8249364495277405,0.7309809327125549,1.0,0.9564339539009629,0.99999999995,1.0,14.881815999993705
32,아반떼,avante,문서 내 답변,보통,설정,아반떼 전방 충돌 경고가 너무 빠르거나 늦게 느껴져. 경고 시점을 어떻게 조절하고 '느리게'는 언제 쓰는 거야?,'보통'과 '느리게'로 설정할 수 있습니다. '느리게'는 낮은 속도로 주행하거나 주변 차량이 적은 경우에만 사용하도록 안내합니다.,role,ROLE,"아반떼의 전방 충돌 방지 보조(FCA)의 경고 시점을 조절하려면, 다음과 같은 단계를 따르세요:

1. 차량의 시동을 'ON' 상태로 유지합니다.
2. 클러스터의 사용자 설정 메뉴를 열어 '운전자 보조' > '주행 안전' > '전방 안전 경고 시점'을 선택합니다.
3. 여기서 경고 시점을 '보통' 또는 '느리게'로 설정할 수 있습니다.

'느리게' 설정을 사용하면 경고가 좀 더 느리게 알려지므로, 일반적인 주행 환경에서 경고가 너무 민감하게 느껴지는 경우에 유용합니다. 하지만, 경고 시점을 '느리게'로 설정해도, 전방 차량이 급제동하는 경우에는 경고가 느리게 느껴질 수 있습니다.

따라서, 경고 시점을 '느리게'로 설정하는 것은 주로 낮은 속도로 주행하거나 주변 차량이 적을 때만 사용하는 것이 좋습니다. 다른 상황에서는 '보통'으로 설정하는 것이 좋을 수 있습니다.",0.6946578025817871,0.8411325216293335,0.7609102129936218,0.9,0.916409914944567,0.99999999995,1.0,11.193592499999795
32,아반떼,avante,문서 내 답변,보통,설정,아반떼 전방 충돌 경고가 너무 빠르거나 늦게 느껴져. 경고 시점을 어떻게 조절하고 '느리게'는 언제 쓰는 거야?,'보통'과 '느리게'로 설정할 수 있습니다. '느리게'는 낮은 속도로 주행하거나 주변 차량이 적은 경우에만 사용하도록 안내합니다.,constraint,INSTRUCTION / CONSTRAINT,"[출처: avante p264_1, avante p264_2]

전방 충돌방지 보조의 경고 시점을 조절하려면, 시동이 'ON' 상태일 때 클러스터의 사용자 설정 > 운전자 보조 > 주행 안전 > 전방 안전 경고 시점을 선택하여 보통 또는 느리게로 설정할 수 있습니다.

'느리게'는 낮은 속도로 주행하거나 주변 차량이 적을 경우에만 설정하는 것이 좋습니다. 일반적인 주행 환경에서는 보통으로 설정하고, 경고가 너무 민감하게 느껴진다면 느리게로 변경하는 것이 권장됩니다.",0.7029324769973755,0.853071391582489,0.7707585096359253,1.0,0.9022818745977227,0.99999999995,1.0,6.6237820999958785
32,아반떼,avante,문서 내 답변,보통,설정,아반떼 전방 충돌 경고가 너무 빠르거나 늦게 느껴져. 경고 시점을 어떻게 조절하고 '느리게'는 언제 쓰는 거야?,'보통'과 '느리게'로 설정할 수 있습니다. '느리게'는 낮은 속도로 주행하거나 주변 차량이 적은 경우에만 사용하도록 안내합니다.,few_shot,FEW-SHOT,"차량 취급설명서에서는 해당 내용을 찾지 못했습니다.

그러나 다음과 같은 정보를 제공할 수 있습니다:

- 전방 충돌방지 보조의 경고 시점을 '보통' 또는 '느리게'로 설정할 수 있습니다.
- '보통' 설정은 일반적인 주행 환경에서 사용하며, 경고가 너무 민감하게 느껴진다면 '느리게'로 변경해야 합니다.
- '느리게' 설정은 경고를 좀 더 느리게 알려줍니다.
- 경고 시점을 보통으로 설정해도, 전방 차량이 급제동하는 경우에는 경고가 느리게 느껴질 수 있습니다.
- 낮은 속도로 주행하거나 주변 차량이 적을 경우에만 경고 시점을 느리게로 설정하는 것이 좋습니다.

이러한 정보를 참고하여 조정하시기 바랍니다.",0.7231012582778931,0.8486908078193665,0.7808785438537598,0.8571428571428571,0.8977276335080915,0.99999999995,1.0,7.590720599997439
32,아반떼,avante,문서 내 답변,보통,설정,아반떼 전방 충돌 경고가 너무 빠르거나 늦게 느껴져. 경고 시점을 어떻게 조절하고 '느리게'는 언제 쓰는 거야?,'보통'과 '느리게'로 설정할 수 있습니다. '느리게'는 낮은 속도로 주행하거나 주변 차량이 적은 경우에만 사용하도록 안내합니다.,verification,CHAIN-OF-VERIFICATION,"[출처: 아반떼 p.264]
전방 충돌방지 보조의 경고 시점을 변경하려면 시동 ‘ON’ 상태에서 클러스터의 사용자 설정 > 운전자 보조 > 주행 안전 > 전방 안전 경고 시점 또는 인포테인먼트 시스템의 설정 > 차량 > 운전자 보조 > 주행 안전 > 전방 안전 경고 시점을 차례로 선택하십시오. 경고 시점을 보통 또는 느리게로 설정할 수 있습니다. 

보통: 일반적인 주행 환경에서 사용하십시오. 경고가 너무 민감하게 느껴지면 느리게로 변경하십시오.

느리게: 경고를 좀 더 느리게 알려줍니다.

따라서, 전방 충돌방지 보조의 경고 시점을 조절하려면 위의 단계를 따라야 하며, 보통 설정이 너무 민감하게 느껴진다면 느리게로 변경해야 합니다.",0.617216169834137,0.7340539693832397,0.6705838441848755,1.0,0.8248163283100236,0.99999999995,1.0,8.494238200000837
29,아반떼,avante,문서 내 답변,보통,조건,아반떼 Auto Hold가 켜져 있는데도 작동하지 않는 경우가 있어?,"엔진 후드가 열려 있거나, 변속 위치가 P이거나, 전자식 파킹 브레이크가 작동 중이거나, 30분 이상 정차했거나, 기어가 R인 경우 작동하지 않습니다.",basic,CONTEXT + QUESTION,"아반떼의 Auto Hold가 켜져 있지만 작동하지 않는 경우, 몇 가지 이유와 해결 방법을 설명해 드릴게요:

1. **전자식 파킹 브레이크(EPB) 작동**: 
   - EPB가 작동 중일 때 Auto Hold는 작동하지 않습니다. 이 경우, EPB를 비활성화해야 합니다.
   - EPB를 비활성화하려면, 차량의 주행 모드를 'P'(주차)로 변경하고, EPB 버튼을 누르세요. 

2. **엔진 후드가 열렸을 때**:
   - 엔진 후드가 열린 상태에서는 Auto Hold가 작동하지 않습니다. 후드를 닫아주세요.

3. **차량이 움직이는 경우**:
   - 차량이 움직이고 있으면 Auto Hold는 작동하지 않습니다. 차량을 정지시키세요.

4. **장시간 정차 후**:
   - 30분 이상 차량을 정차한 후에는 Auto Hold가 작동하지 않을 수 있습니다. 

5. **브레이크 페달을 밟지 않았을 때**:
   - Auto Hold를 작동시키려면 브레이크 페달을 밟아야 합니다. 

6. **경고 메시지가 나타났을 때**:
   - 클러스터에 'AUTO HOLD' 표시등이 황색으로 켜졌을 때, Auto Hold 고장입니다. 
   - 이 경우, 당사 직영 하이테크 센터나 블루핸즈에 방문하여 점검을 받아야 합니다.

7. **가속 페달을 세게 박았을 때**:
   - 가속 페달을 세게 박으면 차량이 빠르게 출발할 수 있지만, Auto Hold는 작동하지 않습니다.

위의 조건들이 모두 충족되지 않는다면, Auto Hold가 정상적으로 작동하지 않는 것으로 판단됩니다. 이러한 문제는 대부분 차량의 부품 오작동이나 설정 오류 때문일 수 있으므로, 전문가의 도움을 받는 것이 좋습니다.",0.6108201146125793,0.7639471292495728,0.6788556575775146,0.75,0.9698477725605652,0.9999999999666667,1.0,19.49271370000497
29,아반떼,avante,문서 내 답변,보통,조건,아반떼 Auto Hold가 켜져 있는데도 작동하지 않는 경우가 있어?,"엔진 후드가 열려 있거나, 변속 위치가 P이거나, 전자식 파킹 브레이크가 작동 중이거나, 30분 이상 정차했거나, 기어가 R인 경우 작동하지 않습니다.",role,ROLE,"아반떼의 Auto Hold가 켜져 있지만 작동하지 않는 경우, 다음 상황들이 발생할 수 있습니다:

1. 엔진 후드가 열렸을 경우
2. 변속 위치가 'P'(주차)에 있을 경우
3. 전자식 파킹 브레이크(EPB)가 작동 중일 경우
4. 30분 이상 차가 정지된 경우

또한, 전자식 파킹 브레이크(EPB)가 작동 중인 경우, 클러스터 표시창에 경고문이 뜨고 경고음이 울릴 수 있으며, 이때 브레이크 페달을 밟아야 합니다。그 이유는 'AUTO HOLD' 표시등이 꺼지고 Auto Hold가 해제됩니다。

이러한 상황들은 Auto Hold가 작동하지 않는 원인이 될 수 있습니다. 이러한 문제는 차량을 정비소에 맡겨 전문가의 점검을 받아보는 것이 좋습니다.",0.6854315996170044,0.8025833368301392,0.739395797252655,0.9,0.9720671596093633,0.9999999999666667,1.0,9.861041099997237
29,아반떼,avante,문서 내 답변,보통,조건,아반떼 Auto Hold가 켜져 있는데도 작동하지 않는 경우가 있어?,"엔진 후드가 열려 있거나, 변속 위치가 P이거나, 전자식 파킹 브레이크가 작동 중이거나, 30분 이상 정차했거나, 기어가 R인 경우 작동하지 않습니다.",constraint,INSTRUCTION / CONSTRAINT,"[출처: avante p.245]
'AUTO HOLD'가 작동하지 않는 경우, 다음 조건 중 하나가 해당될 수 있습니다:

1. 엔진 후드가 열린 상태에서 작동 중일 때.
2. 전자식 파킹 브레이크(EPB)가 작동 중일 때.
3. 30분 이상 차가 정지된 상태에서 작동 중일 때.
4. 차의 움직임이 여러 번 감지될 때.
5. 10분 이상 차가 정지된 상태에서 작동 중일 때.

주의: 자동 정차 기능(Auto Hold)이 작동하지 않을 때, 브레이크 페달을 밟아야 합니다. '[출처: avante p.245]'",0.6570307612419128,0.7649434208869934,0.7068923711776733,0.8571428571428571,0.926278242121023,0.9999999999666667,1.0,7.593111700000009
29,아반떼,avante,문서 내 답변,보통,조건,아반떼 Auto Hold가 켜져 있는데도 작동하지 않는 경우가 있어?,"엔진 후드가 열려 있거나, 변속 위치가 P이거나, 전자식 파킹 브레이크가 작동 중이거나, 30분 이상 정차했거나, 기어가 R인 경우 작동하지 않습니다.",few_shot,FEW-SHOT,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.7152479290962219,0.6284130215644836,0.6690245866775513,0.0,0.0,0.9999999999666667,1.0,0.9545361000054982
29,아반떼,avante,문서 내 답변,보통,조건,아반떼 Auto Hold가 켜져 있는데도 작동하지 않는 경우가 있어?,"엔진 후드가 열려 있거나, 변속 위치가 P이거나, 전자식 파킹 브레이크가 작동 중이거나, 30분 이상 정차했거나, 기어가 R인 경우 작동하지 않습니다.",verification,CHAIN-OF-VERIFICATION,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.7152479290962219,0.6284130215644836,0.6690245866775513,0.0,0.0,0.9999999999666667,1.0,0.9213753000076395
18,아이오닉 6,ioniq6,문서 외 질문,보통,문서 외 질문,영하 10도에서 히터를 23도로 켜고 아이오닉 6를 타면 정확히 몇 km 갈 수 있어?,제공된 취급설명서만으로는 특정 온도와 공조 설정에서의 실제 주행 가능 거리를 정확히 계산할 수 없습니다.,basic,CONTEXT + QUESTION,"죄송합니다, 하지만 질문하신 내용에서 제공된 정보로는 아이오닉 6의 특정 최대 주행 거리를 예측하거나 영하 10도에서 히터를 23도로 설정했을 때의 최대 주행 거리를 알 수 없습니다. 

문서들은 주행 속도 조절, 차간 거리 설정, 전기 부하 사용 등과 같은 주행 관련 정보를 제공하고 있지만, 특정 환경 (예: 날씨, 온도 등)에서의 최대 주행 거리에 대한 정보는 제공하고 있지 않습니다.

아이오닉 6의 최대 주행 거리는 배터리 상태, 환경 조건, 운전 습관 등 다양한 요인에 따라 달라질 수 있습니다. 따라서 이러한 상세한 정보를 얻으려면, 공식 자료나 해당 모델의 공식 데이터를 참조해야 합니다. 또한, 실제 주행 환경에서는 배터리의 상태, 히트 시스템의 작동, 그리고 다른 여러 요인들이 주행 거리를 좌우할 수 있습니다.",0.6824657320976257,0.7586395144462585,0.7185394763946533,0.2,0.0,0.0,0.0,10.484096000000136
18,아이오닉 6,ioniq6,문서 외 질문,보통,문서 외 질문,영하 10도에서 히터를 23도로 켜고 아이오닉 6를 타면 정확히 몇 km 갈 수 있어?,제공된 취급설명서만으로는 특정 온도와 공조 설정에서의 실제 주행 가능 거리를 정확히 계산할 수 없습니다.,role,ROLE,차량 취급설명서에서 해당 내용을 찾지 못했습니다.,0.7978171110153198,0.7225875854492188,0.7583411335945129,0.0,0.0,0.0,0.0,0.9046533000073396
18,아이오닉 6,ioniq6,문서 외 질문,보통,문서 외 질문,영하 10도에서 히터를 23도로 켜고 아이오닉 6를 타면 정확히 몇 km 갈 수 있어?,제공된 취급설명서만으로는 특정 온도와 공조 설정에서의 실제 주행 가능 거리를 정확히 계산할 수 없습니다.,constraint,INSTRUCTION / CONSTRAINT,차량 취급설명서에서 해당 내용을 찾지 못했습니다.,0.7978171110153198,0.7225875854492188,0.7583411335945129,0.0,0.0,0.0,0.0,0.9501336000103038
18,아이오닉 6,ioniq6,문서 외 질문,보통,문서 외 질문,영하 10도에서 히터를 23도로 켜고 아이오닉 6를 타면 정확히 몇 km 갈 수 있어?,제공된 취급설명서만으로는 특정 온도와 공조 설정에서의 실제 주행 가능 거리를 정확히 계산할 수 없습니다.,few_shot,FEW-SHOT,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.7994909882545471,0.7218044400215149,0.7586641311645508,0.0,0.0,0.0,0.0,0.9629885000031209
18,아이오닉 6,ioniq6,문서 외 질문,보통,문서 외 질문,영하 10도에서 히터를 23도로 켜고 아이오닉 6를 타면 정확히 몇 km 갈 수 있어?,제공된 취급설명서만으로는 특정 온도와 공조 설정에서의 실제 주행 가능 거리를 정확히 계산할 수 없습니다.,verification,CHAIN-OF-VERIFICATION,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.7994909882545471,0.7218044400215149,0.7586641311645508,0.0,0.0,0.0,0.0,0.9353069000062533
14,아이오닉 6,ioniq6,문서 내 답변,어려움,기능 전환,아이오닉 6에서 스마트 회생제동을 쓰다가 아이 페달로 바꾸려면 어떻게 해? 둘을 같이 쓸 수 있어?,"동시에 사용할 수 없습니다. 아이 페달을 사용하려면 회생 제동 증가 레버를 1초 이상 당기고, 스마트 회생 제동을 다시 사용하려면 회생 제동 감소 레버를 1초 이상 당깁니다.",basic,CONTEXT + QUESTION,"아이오닉 6에서 스마트 회생 제동을 사용하다가 아이 페달로 바꾸려면 다음과 같은 단계를 따르세요:

1. 스마트 회생 제동 기능을 먼저 꺼야 합니다. 이는 스마트 회생 제동 기능이 작동 중인 상태에서 아이 페달 기능을 사용할 수 없기 때문입니다.

2. 스마트 회생 제동 기능을 꺼려주려면, 클러스터의 회생 제동 단계 표시등이 'AUTO'로 표시되어 있는 상태에서, 회생 제동 감소 레버 (ȍ)를 1초 이상 당겨주세요. 

3. 그러면 클러스터의 회생 제동 단계 표시등이 'OFF'로 변경되고, 스마트 회생 제동 기능이 꺼집힙니다.

4. 이제 아이 페달 기능을 사용할 수 있습니다. 아이 페달을 밟으면 회생 제동이 작동하며, 아이 페달을 떼면 회생 제동이 멈춥니다.

5. 아이 페달 기능을 사용하다가 스마트 회생 제동 기능을 다시 사용하고자 한다면, 다시 스마트 회생 제동 기능을 켜야 합니다. 이를 위해서는 회생 제동 증가 레버 (Ȍ)를 1초 이상 당겨주세요. 그러면 스마트 회생 제동 기능이 켜집니다.

따라서 아이오닉 6에서 스마트 회생 제동과 아이 페달 기능을 동시에 사용할 수는 없습니다. 스마트 회생 제동 기능을 사용 중이라면 아이 페달 기능을 사용할 수 없으며, 아이 페달 기능을 사용하려면 스마트 회생 제동 기능을 먼저 꺼야 합니다.",0.6763307452201843,0.803440511226654,0.7344263792037964,0.3333333333333333,0.9686700938749951,0.9999999999666667,1.0,17.85890880000079
14,아이오닉 6,ioniq6,문서 내 답변,어려움,기능 전환,아이오닉 6에서 스마트 회생제동을 쓰다가 아이 페달로 바꾸려면 어떻게 해? 둘을 같이 쓸 수 있어?,"동시에 사용할 수 없습니다. 아이 페달을 사용하려면 회생 제동 증가 레버를 1초 이상 당기고, 스마트 회생 제동을 다시 사용하려면 회생 제동 감소 레버를 1초 이상 당깁니다.",role,ROLE,차량 취급설명서에서 해당 내용을 찾지 못했습니다.,0.6957330703735352,0.6327815055847168,0.6627658009529114,0.0,0.0,0.9999999999666667,1.0,0.922811600001296
14,아이오닉 6,ioniq6,문서 내 답변,어려움,기능 전환,아이오닉 6에서 스마트 회생제동을 쓰다가 아이 페달로 바꾸려면 어떻게 해? 둘을 같이 쓸 수 있어?,"동시에 사용할 수 없습니다. 아이 페달을 사용하려면 회생 제동 증가 레버를 1초 이상 당기고, 스마트 회생 제동을 다시 사용하려면 회생 제동 감소 레버를 1초 이상 당깁니다.",constraint,INSTRUCTION / CONSTRAINT,"[출처: ioniq6 p.328]

스마트 회생 제동 기능 사용 중에는 아이 페달 기능을 사용할 수 없습니다. 아이 페달 기능을 사용하려면 먼저 스마트 회생 제동 기능을 끄셔야 합니다. 스마트 회생 제동 기능을 끄는 방법은 다음과 같습니다:

1. 스마트 회생 제동 기능이 켜져 있을 때, 회생 제동 감소 레버( ȍ )를 1초 이상 당겨야 합니다.

따라서 스마트 회생 제동 기능을 사용 중에는 아이 페달 기능을 사용할 수 없습니다. 스마트 회생 제동 기능과 아이 페달 기능은 동시에 작동할 수 없습니다.",0.7268864512443542,0.8011384606361389,0.7622083425521851,1.0,0.9318456050480145,0.9999999999666667,1.0,7.958947600011015
14,아이오닉 6,ioniq6,문서 내 답변,어려움,기능 전환,아이오닉 6에서 스마트 회생제동을 쓰다가 아이 페달로 바꾸려면 어떻게 해? 둘을 같이 쓸 수 있어?,"동시에 사용할 수 없습니다. 아이 페달을 사용하려면 회생 제동 증가 레버를 1초 이상 당기고, 스마트 회생 제동을 다시 사용하려면 회생 제동 감소 레버를 1초 이상 당깁니다.",few_shot,FEW-SHOT,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.694858968257904,0.6346061825752258,0.6633672118186951,0.0,0.0,0.9999999999666667,1.0,0.94498260000546
14,아이오닉 6,ioniq6,문서 내 답변,어려움,기능 전환,아이오닉 6에서 스마트 회생제동을 쓰다가 아이 페달로 바꾸려면 어떻게 해? 둘을 같이 쓸 수 있어?,"동시에 사용할 수 없습니다. 아이 페달을 사용하려면 회생 제동 증가 레버를 1초 이상 당기고, 스마트 회생 제동을 다시 사용하려면 회생 제동 감소 레버를 1초 이상 당깁니다.",verification,CHAIN-OF-VERIFICATION,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.694858968257904,0.6346061825752258,0.6633672118186951,0.0,0.0,0.9999999999666667,1.0,0.9611062000039965
87,투싼,tucson,문서 내 답변,보통,작동 조건,투싼의 내리막길 저속 주행 기능은 아무 때나 작동해? 속도나 길 상태 조건이 있어?,작동 대기 상태에서 노면이 일정 경사 이상이고 브레이크·가속 페달을 밟지 않아야 합니다. MUD 모드에서는 차량 속도가 4~40 km/h 범위일 때 작동합니다.,basic,CONTEXT + QUESTION,"투싼의 내리막길 저속 주행 기능은 특정 조건을 충족해야만 작동합니다. 

먼저, 경사로 저속 주행 시스템의 작동 조건을 살펴보겠습니다:

1. **경사로 저속 주행 버튼을 누르거나**:
   - 시동이 걸렸을 때, 경사로 저속 주행 버튼을 누르면 작동 대기 상태가 됩니다.

2. **작동 대기 상태에서의 조건**:
   - 주행 중인 노면이 일정 경사각 이상일 때
   - 브레이크 페달이나 가속 페달을 밟지 않은 상태일 때
   - 4WD(4륜구동) 험로 주행 모드(Terrain Mode) 중 MUD 모드를 선택하고 차량 속도가 4~40 km/h 범위 안에 있을 때

3. **작동 대기 상태에서 작동**:
   - 위 조건들이 모두 충족되면, 경사로 저속 주행 시스템이 작동합니다.

4. **작동 중 차량 속도 조절**:
   - 경사로 저속 주행 중 차량 속도가 4~40 km/h이면 운전자는 브레이크 페달이나 가속 페달을 밟아서 차량 속도를 조절할 수 있습니다.

5. **작동 해제 조건**:
   - 다음과 같은 조건에 해당될 경우, 작동 대기 상태 또는 작동 해제 됩니다.
     - 차량 속도가 40 km/h 이상일 때
     - 브레이크 페달이나 가속 페달을 밟았을 때
     - 경사로 저속 주행 버튼을 다시 누를 때

따라서, 투싼의 내리막길 저속 주행 기능은 주행 중이면서 일정 경사각 이상의 경사로를 내려오고, 브레이크 페달이나 가속 페달을 밟지 않은 상태이며, 4WD 험로 주행 모드 중 MUD 모드를 선택하고 차량 속",0.6370977759361267,0.7886044979095459,0.7048009037971497,0.9,0.9711286867539365,0.99999999995,1.0,21.69294639999862
87,투싼,tucson,문서 내 답변,보통,작동 조건,투싼의 내리막길 저속 주행 기능은 아무 때나 작동해? 속도나 길 상태 조건이 있어?,작동 대기 상태에서 노면이 일정 경사 이상이고 브레이크·가속 페달을 밟지 않아야 합니다. MUD 모드에서는 차량 속도가 4~40 km/h 범위일 때 작동합니다.,role,ROLE,"투싼의 내리막길 저속 주행 기능은 특정 조건을 충족해야만 작동합니다. 

먼저, 경사로 저속 주행 시스템의 작동 조건을 살펴보면:

1. 시동을 걸 때 작동 대기 상태가 되어 있어야 합니다.
2. 주행 중인 노면이 일정 경사각 이상이어야 합니다.
3. 브레이크 페달이나 가속 페달을 밟지 않은 상태여야 합니다.
4. 4WD(4륜구동) 험로 주행 모드(Terrain Mode) 중 MUD 모드를 선택하고 차량 속도가 4~40 km/h 범위 안에 있어야 합니다.

이 조건들이 모두 충족되면, 경사로 저속 주행 시스템이 작동하게 됩니다. 하지만, 이 시스템은 경사로를 내려오는데 도움이 되지만, 경사로를 오르는 경우에는 전방에 있는 차량, 이륜차, 보행자 및 자전거 탑승자를 인식하지 못하며, 갑자기 인식될 경우 속도가 빠르게 감속될 수 있다는 주의사항이 있습니다. 따라서, 경사가 있는 길에서 주행할 때는 항상 주의하여 운전해야 합니다.",0.6740081310272217,0.8222602009773254,0.7407897114753723,0.9,0.9711286867539365,0.99999999995,1.0,12.849162800004706
87,투싼,tucson,문서 내 답변,보통,작동 조건,투싼의 내리막길 저속 주행 기능은 아무 때나 작동해? 속도나 길 상태 조건이 있어?,작동 대기 상태에서 노면이 일정 경사 이상이고 브레이크·가속 페달을 밟지 않아야 합니다. MUD 모드에서는 차량 속도가 4~40 km/h 범위일 때 작동합니다.,constraint,INSTRUCTION / CONSTRAINT,"투싼의 내리막길 저속 주행 기능은 특정 조건을 충족해야만 작동합니다. 아래는 관련 정보를 요약한 것입니다:

[출처: Tucson p.293]

경사로 저속 주행 시스템의 작동 조건은 다음과 같습니다:
1. 차량 속도가 60 km/h 이하인 상태에서 경사로 저속 주행 버튼을 누르거나 4WD(4륜구동) 험로 주행 모드(Terrain Mode) 중 MUD 모드를 선택하면 작동 대기 상태를 유지합니다.
2. 작동 대기 상태에서 다음 조건이 모두 충족될 때 작동합니다:
   - 주행 중인 노면이 일정 경사각 이상일 때
   - 브레이크 페달이나 가속 페달을 밟지 않은 상태일 때
   - 4WD(4륜구동) 험로 주행 모드(Terrain Mode) 중 MUD 모드를 선 택하고 차량 속도가 4~40 km/h 범위 안에 있을 때

따라서 내리막길 저속 주행 기능은 특정 조건을 충족해야만 작동하며, 일반적으로는 차량 속도가 60 km/h 이하이고 4WD 험로 주행 모드(MUD)를 선택한 상태에서 작동할 수 있습니다.",0.672440767288208,0.8136094212532043,0.736319899559021,1.0,0.9711286867539365,0.99999999995,1.0,13.619855800003279
87,투싼,tucson,문서 내 답변,보통,작동 조건,투싼의 내리막길 저속 주행 기능은 아무 때나 작동해? 속도나 길 상태 조건이 있어?,작동 대기 상태에서 노면이 일정 경사 이상이고 브레이크·가속 페달을 밟지 않아야 합니다. MUD 모드에서는 차량 속도가 4~40 km/h 범위일 때 작동합니다.,few_shot,FEW-SHOT,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.7306435108184814,0.6465745568275452,0.6860432028770447,0.0,0.0,0.99999999995,1.0,0.8942126000038115
87,투싼,tucson,문서 내 답변,보통,작동 조건,투싼의 내리막길 저속 주행 기능은 아무 때나 작동해? 속도나 길 상태 조건이 있어?,작동 대기 상태에서 노면이 일정 경사 이상이고 브레이크·가속 페달을 밟지 않아야 합니다. MUD 모드에서는 차량 속도가 4~40 km/h 범위일 때 작동합니다.,verification,CHAIN-OF-VERIFICATION,차량 취급설명서에서는 해당 내용을 찾지 못했습니다.,0.7306435108184814,0.6465745568275452,0.6860432028770447,0.0,0.0,0.99999999995,1.0,0.871850599985919
